id_j;edad;altura;pie_habil;nacionalidad;nombre;valor_mercado_en_miles;id_club;posicion
1381;21;1,6;derecho;Colombia;Kevin Duván Castaño;800;113;Pivote
1382;22;1,6;derecho;Colombia;Juan Pablo Díaz;800;113;Pivote
1383;21;1,7;derecho;Colombia;Jader Quiñónes;150;113;Mediocentro
1384;24;1,6;derecho;Colombia;Juan Otálvaro;990;113;Mediocentro ofensivo
1385;36;1,77;derecho;Colombia;Christian Marrugo;600;113;Mediocentro ofensivo
1386;24;1,7;derecho;Colombia;Juan Camilo Salazar;150;113;Extremo izquierdo
1387;22;1,72;derecho;Colombia;Juan Peñaloza;280;113;Extremo izquierdo
1388;27;1,78;derecho;Colombia;Jhon Fredy Salazar;950;113;Extremo derecho
1389;31;1,82;derecho;Colombia;Marco Pérez;800;113;Delantero centro
1390;29;1,8;derecho;Colombia;Jhonatan Agudelo;800;113;Delantero centro
1391;25;1,74;derecho;Colombia;Jhon Fredy Miranda;800;113;Delantero centro
1392;22;1,83;derecho;Colombia;Luis Sandoval;150;113;Delantero centro
1393;21;1,6;derecho;Colombia;Jhonier Blanco;990;113;Delantero centro
1394;19;1,6;derecho;Colombia;Anthony Vásquez;600;113;Delantero centro
1395;28;1,88;derecho;Colombia;Harlen Castillo;700;114;Portero
1396;27;1,87;izquierdo;Estados Unidos;Santiago Castaño;600;114;Portero
1397;23;1,6;derecho;Colombia;Franklin Mosquera;100;114;Portero
1398;36;1,8;derecho;Colombia;Danny Cano;200;114;Defenza central
1399;37;1,8;derecho;Colombia;Andrés Felipe Correa;900;114;Defenza central
1400;34;1,82;izquierdo;Colombia;Carlos Ramírez;250;114;Defenza central
1401;20;1,86;derecho;Colombia;Carlos Emiro Garcés;200;114;Defenza central
1402;23;1,6;derecho;Colombia;Luis López;120;114;Defenza central
1403;30;1,75;izquierdo;Venezuela;Daniel Linárez;400;114;Lateral izquierdo
1404;24;1,74;izquierdo;Colombia;Yeison Suárez;652;114;Lateral izquierdo
1405;22;1,73;derecho;Colombia;Jherson Mosquera;822;114;Lateral derecho
1406;28;1,76;derecho;Colombia;Juan Zuluaga;480;114;Lateral derecho
1407;18;1,6;derecho;Colombia;Edwin Martínez;300;114;Lateral derecho
1408;27;1,71;derecho;Colombia;Harlin Suárez;275;114;Pivote
1409;34;1,77;derecho;Colombia;Jhonny Vásquez;150;114;Pivote
1410;21;1,6;derecho;Colombia;Jorge Andrés Bermúdez;280;114;Pivote
1411;23;1,75;derecho;Colombia;Léider Berrío;950;114;Pivote
1412;24;1,78;izquierdo;Colombia;Maicol Medina;800;114;Mediocentro
1413;33;1,75;derecho;Colombia;Rafael Navarro;800;114;Mediocentro
1414;29;1,73;derecho;Colombia;Daniel Restrepo;800;114;Mediocentro
1415;30;1,72;izquierdo;Colombia;Santiago Montoya;150;114;Mediocentro ofensivo
1416;24;1,8;derecho;Colombia;Kevin Lugo;990;114;Mediocentro ofensivo
1417;34;1,77;izquierdo;Colombia;Henry Rojas;600;114;Mediocentro ofensivo
1418;27;1,74;izquierdo;Colombia;Jáder Maza;150;114;Extremo izquierdo
1419;25;1,79;izquierdo;Colombia;Duban Palacio;280;114;Extremo izquierdo
1420;19;1,82;derecho;Colombia;Alejandro Piedrahita;950;114;Extremo izquierdo
1421;23;1,71;derecho;Colombia  ;José Luis Sinisterra;800;114;Extremo izquierdo
1422;21;1,75;derecho;Colombia;Brayan Muñiz;800;114;Delantero centro
1423;30;1,86;derecho;Colombia;José Valencia;800;114;Delantero centro
1424;29;1,8;derecho;Colombia;Leonardo Castro;150;114;Delantero centro
1425;19;1,6;derecho;Colombia;Joan Osorio Guzmán;990;114;Delantero centro
1426;36;1,83;derecho;Colombia;Pablo Mina;600;115;Portero
1427;28;1,87;derecho;Colombia;Jorge Soto;700;115;Portero
1428;24;1,85;derecho;Colombia;Duvan Carillo;600;115;Portero
1429;25;1,8;derecho;Colombia;Iván Scarpeta;100;115;Defenza central
1430;25;1,6;derecho;Colombia;José Orlando Pérez;200;115;Defenza central
1431;24;1,94;derecho;Colombia;Cristian Moya;900;115;Defenza central
1432;27;1,87;derecho;Venezuela;Geremías Meléndez;250;115;Defenza central
1433;28;1,77;izquierdo;Colombia;Mauricio Castaño;300;115;Lateral izquierdo
1434;23;1,71;izquierdo;Colombia;Juan Silgado;275;115;Lateral izquierdo
1435;31;1,7;izquierdo;Colombia;Nelino Tapia;150;115;Lateral izquierdo
1436;21;1,8;derecho;Colombia;Jhon Altamiranda;280;115;Lateral derecho
1437;22;1,6;derecho;Colombia;Jaime Diaz;950;115;Lateral derecho
1438;23;1,83;derecho;Colombia;Carlos Tejedor;800;115;Medio campo
1439;21;1,72;derecho;Colombia;Kevin Padilla;800;115;Medio campo
1440;29;1,79;derecho;Colombia;César Carrillo;800;115;Pivote
1441;23;1,6;derecho;Colombia;Juan Fernando Giraldo;150;115;Pivote
1442;28;1,78;derecho;Colombia;Daniel Padilla;990;115;Pivote
1443;22;1,6;derecho;Colombia;Rafael Bustamante;600;115;Mediocentro
1444;23;1,76;derecho;Venezuela  ;Luis Chiquillo;150;115;Mediocentro
1445;20;1,71;derecho;Colombia;Andrés Arroyo;280;115;Mediocentro ofensivo
1446;26;1,7;derecho;Venezuela;Juan Carlos Castellanos;950;115;Mediocentro ofensivo
1447;22;1,8;derecho;Colombia;Carlos Copete;800;115;Mediocentro ofensivo
1448;30;1,67;derecho;Colombia;Pablo Rojas;800;115;Extremo izquierdo
1449;30;1,7;derecho;Colombia;Jhonier Viveros;800;115;Extremo izquierdo
1450;26;1,7;derecho;Colombia;Jefferson Solano;150;115;Extremo izquierdo
1451;29;1,77;derecho;Venezuela;Joel Infante;990;115;Extremo izquierdo
1452;32;1,77;derecho;Colombia;Maicol Balanta;600;115;Extremo derecho
1453;26;1,65;derecho;Colombia;Duván Rodríguez;700;115;Extremo derecho
1454;29;1,79;derecho;Colombia ;Andrés Rentería;600;115;Delantero centro
1455;28;1,88;derecho;Colombia;Jarlín Quintero;100;115;Delantero centro
1456;25;1,85;derecho;Argentina;Agustín Auzmendi;200;115;Delantero centro
1457;24;1,8;derecho;Colombia;Víctor Cabezas;900;116;Portero
1458;32;1,8;derecho;Colombia;Diego Martínez;250;116;Portero
1459;21;1,8;derecho;Colombia;Ederson Cabezas Quiñónez;200;116;Portero
1460;32;1,85;izquierdo;Colombia;Luis Payares;120;116;Defenza central
1461;26;1,88;derecho;Colombia;Kevin Riascos;400;116;Defenza central
1462;24;1,85;derecho;Colombia;Cristian Tovar;652;116;Defenza central
1463;29;1,86;derecho;Paraguay;Rubén Monges;822;116;Defenza central
1464;23;1,78;izquierdo;Colombia;Pedro Valoyes;480;116;Lateral izquierdo
1465;29;1,82;izquierdo;Colombia;Diego Sánchez;300;116;Lateral izquierdo
1466;21;1,76;izquierdo;Colombia;Mateo Garavito;275;116;Lateral izquierdo
1467;22;1,8;izquierdo;Colombia;Juan Vásquez;150;116;Lateral izquierdo
1468;26;1,79;derecho;Colombia;Geovan Montes;280;116;Lateral derecho
1469;35;1,8;derecho;Colombia;Gilberto García;950;116;Lateral derecho
1470;21;1,83;derecho;Colombia;Yilson Rosales;800;116;Lateral derecho
1471;35;1,79;derecho;Colombia;Camilo Ayala;800;116;Pivote
1472;23;1,8;derecho;Colombia;Matheo Castaño;800;116;Pivote
1473;25;1,8;derecho;Colombia;Johan Caicedo;150;116;Pivote
1474;27;1,78;derecho;Colombia;Juan Roa;990;116;Mediocentro
1475;26;1,72;derecho;Colombia;Santiago Orozco;600;116;Mediocentro
1476;26;1,79;izquierdo;Uruguay;Facundo Ospitaleche;150;116;Mediocentro
1477;33;1,76;derecho;Colombia;César Quintero;280;116;Interior derecho
1478;26;1,65;derecho;Colombia;Yesith Martinez;950;116;Interior derecho
1479;29;1,73;izquierdo;Argentina;Mariano Vázquez;800;116;Mediocentro ofensivo
1480;30;1,7;derecho;Colombia;Juan Sebastián Villota;800;116;Mediocentro ofensivo
1481;18;1,68;izquierdo;Colombia;Willian Ordóñez;800;116;Mediocentro ofensivo
1482;26;1,76;izquierdo;Uruguay  ;Facundo Boné;150;116;Extremo izquierdo
1483;30;1,72;izquierdo;Colombia;Léiner Escalante;990;116;Extremo izquierdo
1484;21;1,8;derecho;Colombia;Jonathan Perlaza;600;116;Extremo izquierdo
1485;24;1,78;izquierdo;Colombia;Adrián Estacio;700;116;Extremo derecho
1486;25;1,7;derecho;Colombia;Víctor Arboleda;600;116;Extremo derecho
1487;34;1,75;derecho;Colombia;César Arias;100;116;Delantero centro
1488;35;1,82;derecho;Colombia;Duvier Riascos;200;116;Delantero centro
1489;36;1,84;derecho;Colombia;Carlos Hidalgo;900;116;Delantero centro
1490;23;1,84;izquierdo;Colombia;Hasan Vergara;250;116;Delantero centro
1491;27;1,84;derecho;Colombia;Santiago Londoño;300;117;Portero
1492;21;1,84;derecho;Colombia;Joan Parra;275;117;Portero
1493;21;1,83;derecho;Colombia;Daniel Melo;150;117;Portero
1494;30;1,83;derecho;Paraguay;Francisco Báez;280;117;Defenza central
1495;23;1,82;derecho;Colombia;Santiago Noreña;950;117;Defenza central
1496;19;1,8;derecho;Colombia;Carlos Ordóñez;800;117;Defenza central
1497;20;1,8;derecho;Colombia;Yilson Alejandro Mosquera;800;117;Defenza central
1498;18;1,92;derecho;Colombia;Jhon Banguera;800;117;Defenza central
1499;21;1,78;izquierdo;Colombia;Yeferson Rodallega;150;117;Lateral izquierdo
1500;22;1,84;derecho;Colombia;Yilmar Celedón;990;117;Lateral izquierdo
1501;27;1,85;izquierdo;Colombia;Daniel Londoño;600;117;Lateral izquierdo
1502;24;1,8;derecho;Colombia;Santiago Jiménez;150;117;Lateral derecho
1503;22;1,8;derecho;Colombia;Christian Andrade;280;117;Lateral derecho
1504;22;1,78;derecho;Colombia;Edison López;950;117;Medio campo
1505;24;1,77;izquierdo;Colombia;Iván Rojas;800;117;Pivote
1506;26;1,86;derecho;Colombia;Diego Moreno;800;117;Pivote
1507;32;1,76;derecho;England  ;George Saunders;800;117;Pivote
1508;17;1,8;derecho;Colombia;William Hurtado;150;117;Pivote
1509;21;1,78;derecho;Colombia;Juan Manuel Zapata;990;117;Mediocentro
1510;22;1,77;derecho;Estados Unidos;Andrés Jiménez;600;117;Mediocentro
1511;22;1,82;derecho;Colombia;Yadir Meneses;700;117;Interior derecho
1512;18;1,86;izquierdo;Colombia;Yaser Asprilla;600;117;Mediocentro ofensivo
1513;19;1,8;derecho;Colombia;Pablo Álvarez;100;117;Mediocentro ofensivo
1514;17;1,8;derecho;Colombia;Josep Mejía;200;117;Mediocentro ofensivo
1515;21;1,66;derecho;Colombia;Camilo Paternina;900;117;Mediocentro ofensivo
1516;21;1,8;derecho;Colombia;Daniel Tegue;250;117;Mediocentro ofensivo
1517;20;1,8;derecho;Colombia;Henry Mosquera;200;117;Extremo izquierdo
1518;28;1,75;derecho;Venezuela;Andrés Montero;120;117;Extremo derecho
1519;30;1,77;derecho;Colombia;Wílder Guisao;400;117;Extremo derecho
1520;20;1,8;derecho;Colombia;Bryan Sinisterra;652;117;Extremo derecho
1521;29;1,82;derecho;Venezuela;Jesús Hernández;822;117;Delantero centro
1522;22;1,79;derecho;Venezuela  ;José Barragán;480;117;Delantero centro
1523;21;1,8;derecho;Colombia;Deiler Córdoba;300;117;Delantero centro
1524;19;1,8;derecho;Colombia;Diego Betancourth;275;117;Delantero centro
1525;27;1,91;derecho;Colombia;Carlos Mosquera;150;118;Portero
1526;28;1,86;derecho;Colombia;Luis Hurtado;280;118;Portero
1527;25;1,85;izquierdo;Colombia;Santiago Ruíz;950;118;Defenza central
1528;24;1,86;derecho;Colombia;Mateo Rodas;800;118;Defenza central
1529;30;1,89;derecho;Colombia;Jonathan Ávila;800;118;Defenza central
1530;25;1,87;izquierdo;Colombia;José Luís Moreno;800;118;Defenza central
1531;26;1,86;izquierdo;Colombia;Mairon Quiñónez;150;118;Lateral izquierdo
1532;25;1,81;izquierdo;Colombia;Federico Arbeláez;990;118;Lateral izquierdo
1533;24;1,73;izquierdo;Colombia;Carlos De Las Salas;600;118;Lateral izquierdo
1534;26;1,71;derecho;Colombia;Jorge Posada;150;118;Lateral derecho
1535;24;1,8;derecho;Colombia;Diego Ruíz;280;118;Lateral derecho
1536;23;1,8;derecho;Colombia;Daniel Gómez;950;118;Medio campo
1537;28;1,83;derecho;Colombia;José Leudo;800;118;Pivote
1538;20;1,8;derecho;France;Quentin Danloux;800;118;Pivote
1539;20;1,8;derecho;Colombia;Arley Mosquera;800;118;Pivote
1540;26;1,76;izquierdo;Venezuela;Leonardo Flores;150;118;Mediocentro
1541;25;1,76;derecho;Colombia;Luis Pérez;990;118;Mediocentro
1542;25;1,82;derecho;Colombia;José Andrade;600;118;Mediocentro
1543;24;1,87;derecho;Estados Unidos;Adam Ozeri;700;118;Mediocentro
1544;31;1,81;izquierdo;Colombia;José Gabriel Ramírez;600;118;Interior izquierdo
1545;22;1,8;derecho;Colombia;Mateo Ramirez;100;118;Mediocentro ofensivo
1546;22;1,56;derecho;Colombia;Mayer Vidal;200;118;Extremo izquierdo
1547;24;1,68;derecho;Colombia;José Guzmán;900;118;Extremo izquierdo
1548;22;1,7;izquierdo;Brazil;Marcílio;250;118;Extremo izquierdo
1549;23;1,66;izquierdo;Colombia;Cristian Barrios;300;118;Extremo derecho
1550;30;1,8;derecho;Colombia;Carlos Mosquera;275;118;Extremo derecho
1551;20;1,8;derecho;Colombia;Camilo Charris;150;118;Extremo derecho
1552;23;1,8;derecho;Colombia;Jacobo Escobar;280;118;Delantero centro
1553;30;1,76;derecho;Colombia;Darwin López;950;118;Delantero centro
1554;23;1,84;derecho;Colombia;Edward Bolaños;800;118;Delantero centro
1555;19;1,8;derecho;Colombia;Jorge Mendoza;800;118;Delantero centro
1556;19;1,85;derecho;Colombia;Juan Nazarit;800;118;Delantero centro
1557;24;1,88;derecho;Colombia;Manuel Arias;150;119;Portero
1558;36;1,84;derecho;Uruguay;Ernesto Hernández;990;119;Portero
1559;25;1,87;derecho;Colombia;Guillermo Gómez;600;119;Portero
1560;22;1,8;derecho;Colombia;Bairon Escobar;150;119;Defender
1561;23;1,87;izquierdo;Colombia;Duván Viáfara;280;119;Defenza central
1562;24;1,83;izquierdo;Colombia;Julián Millán;950;119;Defenza central
1563;19;1,8;derecho;Colombia;Santiago Vergara;800;119;Defenza central
1564;29;1,83;derecho;Argentina;Rodrigo Paillalef;800;119;Defenza central
1565;18;1,8;derecho;Colombia;José García;800;119;Defenza central
1566;22;1,88;derecho;Colombia;Jaison Mina;150;119;Defenza central
1567;22;1,74;izquierdo;Colombia;Fabio Delgado;990;119;Lateral izquierdo
1568;27;1,75;izquierdo;Colombia;Andrés Rivera;600;119;Lateral izquierdo
1569;22;1,73;izquierdo;Colombia;Kevin Palacios;700;119;Lateral izquierdo
1570;19;1,87;izquierdo;Colombia;Juan Camilo Mosquera;600;119;Lateral izquierdo
1571;33;1,79;derecho;Colombia;Jhonatan Pérez;100;119;Lateral derecho
1572;20;1,68;derecho;Colombia;Lewis Sinisterra;200;119;Medio campo
1573;20;1,8;derecho;Colombia;Maikoll Herrera;900;119;Medio campo
1574;25;1,72;derecho;Colombia;Luis Caicedo;250;119;Pivote
1575;31;1,72;derecho;Colombia;Jonny Mosquera;200;119;Pivote
1576;23;1,83;derecho;Colombia;Edwin Laszo;120;119;Pivote
1577;24;1,82;derecho;Colombia;Juan Carlos Caicedo;400;119;Pivote
1578;21;1,8;derecho;Colombia;Jean Colorado;652;119;Mediocentro
1579;23;1,85;derecho;Colombia;Juan Manuel Valencia;822;119;Mediocentro
1580;23;1,7;izquierdo;Colombia;Juan Lobo;480;119;Mediocentro ofensivo
1581;19;1,68;izquierdo;Colombia;Alexis Manyoma;300;119;Mediocentro ofensivo
1582;18;1,8;derecho;Colombia;Jairo Ditta;275;119;Mediocentro ofensivo
1583;25;1,71;derecho;Colombia;José Palacios;150;119;Extremo izquierdo
1584;23;1,7;izquierdo;Colombia;Johan Bocanegra;280;119;Extremo izquierdo
1585;26;1,8;derecho;Colombia;Guillermo Murillo;950;119;Extremo derecho
1586;22;1,78;izquierdo;Colombia;Yeferson Contreras;800;119;Extremo derecho
1587;31;1,74;izquierdo;Colombia;Féiver Mercado;800;119;Delantero centro
1588;27;1,78;derecho;Colombia;Juan Sebastian Herrera;800;119;Delantero centro
1589;35;1,81;izquierdo;Colombia;Luis Carlos Ruiz;150;119;Delantero centro
1590;20;1,84;derecho;Colombia;Kener Valencia;990;119;Delantero centro
1591;37;1,84;derecho;Colombia;Carlos Bejarano;600;120;Portero
1592;38;1,86;derecho;Colombia;Ramiro Sánchez;150;120;Portero
1593;31;1,85;derecho;Colombia;Jonathan Segura;280;120;Defenza central
1594;34;1,81;derecho;Colombia;Jonathan Lopera;950;120;Defenza central
1595;27;1,86;izquierdo;Colombia;Stiwar Mena;800;120;Defenza central
1596;24;1,86;derecho;Colombia;Juan Pablo Vacca;800;120;Defenza central
1597;22;1,8;izquierdo;Colombia  ;Jermein Peña;800;120;Defenza central
1598;23;1,94;izquierdo;Colombia;Brayam Palacios;150;120;Defenza central
1599;29;1,7;izquierdo;Colombia;Brayan Correa;990;120;Lateral izquierdo
1600;25;1,8;izquierdo;Colombia;Andrés Escobar;600;120;Lateral izquierdo
1601;37;1,75;derecho;Colombia;James Castro;700;120;Lateral derecho
1602;21;1,86;derecho;Colombia;José Gómez;600;120;Lateral derecho
1603;23;1,8;derecho;Colombia;Andrés Canchano;100;120;Lateral derecho
1604;20;1,8;derecho;Colombia;Alain Guerrero;200;120;Lateral derecho
1605;33;1,82;derecho;Colombia;Jairo Palomino;900;120;Pivote
1606;24;1,8;derecho;Colombia;Ronaldo Lora;250;120;Pivote
1607;22;1,8;derecho;Colombia;Roberto Vanegas;300;120;Pivote
1608;34;1,77;derecho;Colombia  ;James Sánchez;275;120;Mediocentro
1609;24;1,84;derecho;Colombia;Fabián Cantillo;150;120;Mediocentro
1610;23;1,78;derecho;Colombia;Mateo García;280;120;Mediocentro
1611;27;1,8;derecho;Colombia;Jahir Scott;950;120;Mediocentro
1612;25;1,74;derecho;Colombia;Daiver Vega;800;120;Extremo izquierdo
1613;23;1,65;izquierdo;Colombia;Joel Contreras;800;120;Extremo izquierdo
1614;33;1,72;derecho;Colombia;Diego Gómez;800;120;Extremo derecho
1615;22;1,7;izquierdo;Colombia;Roberto Hinojosa;150;120;Extremo derecho
1616;27;1,78;derecho;Colombia;José Lloreda;990;120;Delantero centro
1617;29;1,82;derecho;Colombia;Ethan González;600;120;Delantero centro
1618;22;1,8;derecho;Colombia;Isaac Camargo;150;120;Delantero centro
